tconst,primaryTitle,titleLength,numVotes,logVotes,averageRating
tt0111686,Wes Craven's New Nightmare,4,51078,4.708233883776015,6.5
tt0111783,Yamato Takeru,2,223,2.3483048630481607,6.4
tt0112363,Angel of Passion,3,41,1.6127838567197355,4.2
tt0112473,Behind the Waterfall,3,183,2.2624510897304293,6.1
tt0112682,The City of Lost Children,5,64619,4.810360232885551,7.5
tt0112817,Dead Man,2,89972,4.954107374578442,7.6
tt0112856,Two Orphan Vampires,3,616,2.7895807121644256,5.2
tt0112923,Village of Dreams,3,370,2.568201724066995,7.0
tt0113074,Fist of the North Star,5,3067,3.4867137759824853,3.9
tt0113089,Fluke,1,6472,3.811038508604216,6.7
tt0113094,Cyberella: Forbidden Passions,3,141,2.1492191126553797,4.4
tt0113141,The Legend of Galgameth,4,557,2.745855195173729,6.2
tt0113205,Grajacy z talerza,3,133,2.123851640967086,6.7
tt0113223,Grizzly Mountain,2,203,2.307496037913213,5.6
tt0113303,Hideaway,1,6305,3.7996850909091004,5.4
tt0113419,The Indian in the Cupboard,5,26125,4.4170562991191105,6.0
tt0113526,Karan Arjun,2,12793,4.106972399886674,6.8
tt0113624,Leapin' Leprechauns!,2,228,2.357934847000454,4.3
tt0113670,A Little Princess,3,32068,4.50607187492535,7.7
tt0113682,Loch Ness,2,4124,3.6153186566114788,5.5
tt0113737,Magic in the Water,4,1852,3.2676409823459154,5.5
tt0113855,Mortal Kombat,2,101544,5.006654267042901,5.8
tt0114168,Powder,1,28359,4.452690912613325,6.6
tt0114226,Raging Angels,2,288,2.459392487759231,3.5
tt0114485,All of them Witches,4,236,2.3729120029701067,6.3
tt0114608,Tales from the Crypt: Demon Knight,6,21495,4.332337449453026,6.7
tt0114663,Three Wishes,2,2795,3.446381812222442,6.1
tt0114948,Windrunner,1,216,2.3344537511509307,6.1
tt0115696,Black Scorpion II: Aftershock,4,698,2.843855422623161,3.8
tt0115963,The Craft,2,78854,4.896823728531963,6.4
tt0115986,The Crow: City of Angels,5,19126,4.281624151440202,4.7
tt0116074,Demon in the Bottle,4,128,2.1072099696478683,4.9
tt0116136,DragonHeart,1,90954,4.958821803341537,6.5
tt0116293,Female Perversions,2,2312,3.3639878297484915,5.4
tt0116390,Gamera 2: Attack of the Legion,6,2136,3.3296012483565187,7.2
tt0116681,Body Troopers,2,1025,3.010723865391773,5.6
tt0116916,The Lord Protector,3,125,2.0969100130080562,4.2
tt0116943,Lurid Tales: The Castle Queen,5,83,1.919078092376074,4.0
tt0117124,My Uncle the Alien,4,197,2.294466226161593,2.5
tt0117264,The Oyster and the Wind,5,400,2.6020599913279625,6.9
tt0117333,Phenomenon,1,74241,4.8706438130432,6.4
tt0117342,Pinocchio's Revenge,2,1971,3.2946866242794433,4.0
tt0117711,Spellbreaker: Secret of the Leprechauns,5,135,2.130333768495006,3.6
tt0117894,Thinner,1,28106,4.448799041924128,5.8
tt0117924,To Gillian on Her 37th Birthday,6,4596,3.6623800200162475,5.7
tt0118200,X,1,2501,3.3981136917305026,6.2
tt0118621,Animals with the Tollkeeper,4,443,2.6464037262230695,7.0
tt0118882,Conceiving Ada,2,408,2.61066016308988,5.1
tt0119095,FairyTale: A True Story,4,5474,3.738304793074105,6.4
tt0119227,Snow White: A Tale of Terror,6,9923,3.9966429913554724,6.2
tt0119484,Kull the Conqueror,3,7709,3.8869980456710995,4.9
tt0119525,Levitation,1,100,2.0,5.4
tt0119550,Little Ghost,2,1978,3.2962262872611605,6.4
tt0119637,The Maze,2,64,1.806179973983887,5.6
tt0119643,Meet Joe Black,3,214069,5.3305537803084,7.2
tt0119698,Princess Mononoke,2,339693,5.53108659752444,8.4
tt0119707,Mortal Kombat: Annihilation,3,46492,4.6673782291317,3.7
tt0119744,Mystery Monsters,2,151,2.1789769472931693,3.9
tt0119771,An Ambiguous Report About the End of the World,9,320,2.505149978319906,7.0
tt0119782,Nico the Unicorn,3,474,2.6757783416740852,5.7
tt0119784,The Night Flier,3,9572,3.9810026899413997,6.0
tt0119893,Photographing Fairies,2,2611,3.4168068718229443,6.8
tt0119947,Prince Valiant,2,2033,3.3081373786380386,5.1
tt0120166,The Sorcerer's Apprentice,3,500,2.6989700043360187,4.4
tt0120393,Twilight of the Ice Nymphs,5,847,2.9278834103307068,5.8
tt0120479,Warriors of Virtue,3,2854,3.4554539687786283,4.8
tt0120524,Wishmaster,1,20728,4.316557399977769,5.8
tt0120604,Beowulf,1,11133,4.046612209068446,4.1
tt0120616,The Mummy,2,388385,5.589262448468137,7.0
tt0120632,City of Angels,3,113109,5.053497162793084,6.7
tt0120667,Fantastic Four,2,310489,5.492046218606242,5.7
tt0120689,The Green Mile,3,1137564,6.055975839671963,8.6
tt0120710,In Dreams,2,12234,4.087568476161784,5.5
tt0120889,What Dreams May Come,4,101868,5.008037779629536,7.1
tt0120915,Star Wars: Episode I - The Phantom Menace,8,725392,5.860572761645555,6.5
tt0121765,Star Wars: Episode II - Attack of the Clones,9,637320,5.804357547466762,6.5
tt0121766,Star Wars: Episode III - Revenge of the Sith,9,706571,5.849155808589299,7.5
tt0123768,Cumulus 9,2,45,1.6532125137753437,6.0
tt0124800,Mr. Atlas,2,77,1.8864907251724818,5.1
tt0125488,The Secret Garden Part II,5,19,1.2787536009528289,6.9
tt0127919,Tale of the Mummy,4,3009,3.4784221877400805,4.0
tt0130446,Scarlet Flower,2,30,1.4771212547196624,6.2
tt0132910,The Crow: Salvation,3,10816,4.0340666785975605,4.9
tt0133104,Rebirth of Mothra II,4,953,2.979092900638326,5.4
tt0133226,Moon Over Tao: Makaraga,4,160,2.2041199826559246,6.6
tt0134928,Spiral,1,2964,3.4718781993072905,5.2
tt0137839,Inner Shadow,2,17,1.2304489213782739,4.6
tt0138545,The Juniper Tree,3,1454,3.162564406523019,6.9
tt0138703,Phantasm IV: Oblivion,3,6818,3.833656996892872,5.7
tt0138950,Zara's Revenge,2,12,1.0791812460476249,6.7
tt0139465,The Minion,2,1604,3.2052043639481447,4.0
tt0142237,Dragon Ball Z: The Return of Cooler,7,6535,3.8152455919165633,7.1
tt0142244,Dragon Ball Z: Lord Slug,5,5150,3.711807229041191,6.7
tt0143874,Shattered Image,2,642,2.807535028068853,4.9
tt0144280,Whispers from a Shallow Grave,5,62,1.792391689498254,4.4
tt0144597,Secret of the Andes,4,222,2.346352974450639,5.6
tt0144964,Highlander: Endgame,2,19311,4.285804763848632,4.6
tt0145456,The Schedule,2,121,2.0827853703164503,7.0
tt0145814,Heaven Sent,2,207,2.315970345456918,5.4
tt0146316,Lara Croft: Tomb Raider,4,197138,5.2947703462461915,5.8
tt0146675,End of Days,3,105112,5.021652299627546,5.8
tt0146984,The Legend of Bagger Vance,5,53290,4.726645720240912,6.7
tt0147505,Sinbad: The Battle of the Dark Knights,7,154,2.187520720836463,2.2
tt0147699,Where the Elephant Sits,4,12,1.0791812460476249,7.9
tt0148392,Lancelot: Guardian of Time,4,139,2.143014800254095,3.8
tt0148415,Little Shop of Erotica,4,50,1.6989700043360187,4.0
tt0151022,Ice from the Sun,4,583,2.765668554759014,4.1
tt0152946,Teen Knight,2,189,2.2764618041732443,2.9
tt0156610,The Hole,2,3395,3.5308397786165204,7.5
tt0158719,The Last Home Run,4,155,2.1903316981702914,6.1
tt0159698,Revelations,1,15,1.1760912590556813,7.7
tt0159833,Wings of an Angel,4,108,2.03342375548695,5.1
tt0160429,The King and I,4,3675,3.5652573434202135,4.5
tt0160508,Makai tenshô: The Armageddon,4,96,1.9822712330395684,5.2
tt0160591,Nymph,1,142,2.1522883443830563,6.6
tt0161081,What Lies Beneath,3,117419,5.069738377384421,6.6
tt0162301,The Effects of Magic,4,72,1.8573324964312685,5.4
tt0162661,Sleepy Hollow,2,330676,5.519402675573509,7.3
tt0163016,Jacob Two Two Meets the Hooded Fang,7,297,2.4727564493172123,4.0
tt0163862,T-Rex: Back to the Cretaceous,5,699,2.8444771757456815,4.7
tt0164961,Vidocq,1,21075,4.32376758329678,6.5
tt0165078,After Life,2,10120,4.00518051250378,7.6
tt0165866,Lucinda's Spell,2,448,2.651278013998144,6.9
tt0166370,Subconscious Cruelty,2,1640,3.214843848047698,4.9
tt0166601,Mr. Rice's Secret,3,588,2.7693773260761385,5.9
tt0166952,Again,1,5,0.6989700043360189,3.8
tt0166986,Angel in Training,3,158,2.1986570869544226,4.5
tt0167190,Hellboy,1,305247,5.4846514043455095,6.8
tt0167302,Naissance d'un Golem,3,60,1.7781512503836436,2.7
tt0167481,The Vision,2,13,1.1139433523068367,5.0
tt0169574,Paper Airplanes,2,31,1.4913616938342726,6.7
tt0171363,The Haunting,2,71450,4.854002233126989,5.0
tt0173369,You Are Mine,3,854,2.931457870689005,4.8
tt0174658,Frankenstein Reborn!,2,109,2.037426497940624,4.1
tt0176579,Bullfighter,1,414,2.617000341120899,2.1
tt0176689,Kunoichi ninpô-chô: Yagyû gaiden,4,205,2.311753861055754,5.1
tt0176741,G2,1,316,2.499687082618404,2.6
tt0183008,The Dragon Gate,3,40,1.6020599913279623,4.8
tt0185012,Wolfridge,1,10,1.0,2.3
tt0185371,House on Haunted Hill,4,53273,4.726507154204764,5.7
tt0187738,Blade II,2,198950,5.298743943482407,6.7
tt0188688,Insatiable Wives,2,126,2.100370545117563,4.7
tt0188757,Kill by Inches,3,370,2.568201724066995,5.8
tt0189198,War Is Menstrual Envy,4,98,1.9912260756924949,5.7
tt0189764,Rebirth of Mothra III,4,829,2.9185545305502734,6.0
tt0190024,Sorceress II: The Temptress,4,231,2.3636119798921444,4.1
tt0190052,Surrender,1,103,2.012837224705172,4.5
tt0190332,"Crouching Tiger, Hidden Dragon",4,251892,5.401214374679427,7.8
tt0190374,Dungeons & Dragons,3,31906,4.5038723608586135,3.6
tt0190524,Left Behind: The Movie,4,9033,3.9558320102324216,4.5
tt0193253,Jin-Roh: The Wolf Brigade,4,15070,4.178113252314632,7.4
tt0194146,Mel,1,225,2.3521825181113627,3.6
tt0195994,Pirates of the Plain,4,403,2.6053050461411096,6.0
tt0197548,Hidden Beauties,2,211,2.3242824552976926,4.5
tt0197951,Tiger Claws III,3,299,2.4756711883244296,4.3
tt0199950,The New Adventures of Pinocchio,5,694,2.841359470454855,5.3
tt0202267,Book of Swords,3,352,2.546542663478131,4.4
tt0202586,Shapeshifter,1,226,2.3541084391474008,2.8
tt0203237,Yu Yu Hakusho: Fight for the Netherworld,7,537,2.7299742856995555,6.8
tt0203408,The Omega Code,3,5036,3.702085721435825,3.6
tt0205778,A Question of Faith,4,71,1.8512583487190752,6.7
tt0207271,Sirens of the Deep,4,5,0.6989700043360189,6.2
tt0209163,The Mummy Returns,3,299492,5.476385226050011,6.4
tt0210070,Ginger Snaps,2,41919,4.622410913773809,6.8
tt0210223,Legend of the Phantom Rider,5,194,2.287801729930226,4.9
tt0210470,50 Feet of String,4,51,1.7075701760979363,6.8
tt0212219,A Trickle of Blood,4,62,1.792391689498254,6.1
tt0212615,The Wishing Tree,3,321,2.506505032404872,6.1
tt0213260,Split Infinity,2,265,2.423245873936808,6.5
tt0214468,Space Armageddon,2,85,1.9294189257142926,4.4
tt0214529,Belphegor: Phantom of the Louvre,5,4651,3.6675463395115164,4.5
tt0216651,Vampire Hunter D: Bloodlust,4,29079,4.463579467456969,7.7
tt0217571,Infinity,1,27,1.4313637641589874,5.4
tt0217802,Silver Man,2,179,2.2528530309798933,4.7
tt0219214,Novye Bremenskiye,2,142,2.1522883443830563,3.6
tt0219653,Dracula 2000,2,31964,4.504661121994494,4.9
tt0219699,The Gift,2,63179,4.800572747591306,6.6
tt0220580,Intacto,1,12727,4.104726044109975,6.9
tt0221982,Gaja Gamini,2,710,2.8512583487190755,5.1
tt0222717,Sex Files: Ancient Desires,4,124,2.093421685162235,4.5
tt0222790,Raspberry & Lavender,3,35,1.5440680443502757,6.4
tt0223268,Faust,1,3708,3.5691397254724593,4.3
tt0223593,Juvenile,1,131,2.1172712956557644,5.9
tt0223911,Sex Files: Creating the Perfect Man,6,73,1.863322860120456,4.9
tt0224755,Chilean Gothic,2,70,1.845098040014257,6.2
tt0226362,Ragdoll,1,318,2.5024271199844326,3.7
tt0228237,Dr. Wong's Virtual Hell,4,132,2.12057393120585,2.7
tt0228807,Saimin,1,629,2.798650645445269,6.2
tt0229260,Book of Shadows: Blair Witch 2,6,35736,4.553105939463782,4.0
tt0229404,Haunted School 2,3,55,1.7403626894942439,6.4
tt0229499,Don't Look Up,3,447,2.6503075231319366,6.3
tt0229548,Reborn from Hell II: Jubei's Revenge,6,81,1.9084850188786497,5.9
tt0229860,Yabu no naka,3,26,1.414973347970818,6.5
tt0231791,Ingenue,1,9,0.9542425094393249,6.2
tt0233277,Back to the Secret Garden,5,842,2.9253120914996495,5.7
tt0233764,Future Murder,2,100,2.0,4.0
tt0234058,Thomas and the Falcon King,5,272,2.4345689040341987,6.7
tt0234084,Last Mountain,2,11,1.0413926851582251,7.6
tt0234102,Das Licht der Liebe,4,5,0.6989700043360189,6.6
tt0238546,Queen of the Damned,4,52183,4.717529043066111,5.3
tt0241527,Harry Potter and the Sorcerer's Stone,6,649069,5.812290867411145,7.6
tt0243017,Waking Life,2,60474,4.781568695585837,7.8
tt0244803,Snakeskin,1,468,2.670245853074124,5.2
tt0244870,Spiral,1,7314,3.8641549560020256,6.2
tt0245674,Thir13en Ghosts,2,79479,4.90025239420509,5.6
tt0247133,The Meeksville Ghost,3,163,2.2121876044039577,5.1
tt0247153,L'affaire Marcorelle,2,166,2.220108088040055,6.3
tt0251052,The Discovery of Heaven,4,3682,3.5660837841679958,6.7
tt0252335,Love Torn in a Dream,5,297,2.4727564493172123,7.1
tt0253556,Reign of Fire,3,125957,5.100222308212828,6.2
tt0256155,Beneath Loch Ness,3,1191,3.0759117614827773,3.2
tt0256378,Sex Files: Sexually Bewitched,4,142,2.1522883443830563,3.1
tt0259288,Dragonfly,1,36588,4.563338670413006,6.1
tt0259324,Ghost Rider,2,222539,5.347406132173395,5.2
tt0259711,Vanilla Sky,2,247785,5.394075012232118,6.9
tt0260136,The Avenging Fist,3,626,2.7965743332104296,4.3
tt0263728,Megiddo,1,2592,3.413634997198556,4.0
tt0263971,The Scarecrow,2,203,2.307496037913213,6.5
tt0264079,"Tainah, an Amazon Adventure",4,335,2.525044807036845,5.0
tt0264508,Dagon,1,16879,4.227346713181427,6.3
tt0264581,Sex Files: Erotic Possessions,4,88,1.9444826721501687,5.0
tt0267263,Animated Corpse,2,7,0.8450980400142568,5.9
tt0267287,Avalon,1,12816,4.107752498740163,6.4
tt0267455,Durango Kids,2,340,2.531478917042255,5.1
tt0267601,Truth About Demons,3,1287,3.1095785469043866,5.5
tt0269587,Mysterious Object at Noon,4,1243,3.094471128641645,6.9
tt0270612,Rolling Thunder,2,10,1.0,6.5
tt0270915,Die with Me,3,38,1.5797835966168101,6.7
tt0272425,Reptile 2001,2,1570,3.1958996524092336,2.6
tt0275773,Versus,1,12412,4.093841766912128,6.4
tt0277296,The Scorpion King,3,129939,5.113739520147119,5.5
tt0277585,Undermind,1,381,2.5809249756756194,5.7
tt0277919,Celestial Body,2,122,2.0863598306747484,6.3
tt0279479,Train Quest,2,82,1.9138138523837167,5.5
tt0279487,Twilight of the Dark Master,5,450,2.6532125137753435,5.6
tt0282209,Darkness Falls,2,30110,4.478710755512759,5.0
tt0282466,Epoch of Lotus,3,17,1.2304489213782739,7.2
tt0282525,The Gifted,2,13,1.1139433523068367,6.7
tt0283084,Tuck Everlasting,2,21048,4.323210835077647,6.6
tt0283644,Left Behind II: Tribulation Force,5,3745,3.5734518220354854,5.0
tt0284066,Double Vision,2,2511,3.3998467127129226,6.4
tt0284086,Emmanuelle 2000,2,87,1.9395192526186185,3.7
tt0285292,A Light in the Forest,5,135,2.130333768495006,4.3
tt0286098,Zu Warriors,2,3350,3.525044807036845,5.2
tt0286512,Black Velvet Pantsuit,3,41,1.6127838567197355,5.7
tt0290028,Platinum Blonde,2,110,2.041392685158225,4.6
tt0291150,An Enraged New World,4,45,1.6532125137753437,6.1
tt0291350,Millennium Actress,2,23152,4.3645885137749625,7.9
tt0291573,Yume de aimasho: Wonderland,4,30,1.4771212547196624,6.2
tt0293019,Castle Eros,2,140,2.146128035678238,5.1
tt0293354,The Magic Stone,3,53,1.724275869600789,6.6
tt0294969,Tirannoui baltob,2,49,1.6901960800285136,4.6
tt0295003,"Help, I'm a Boy!",4,189,2.2764618041732443,5.9
tt0295297,Harry Potter and the Chamber of Secrets,7,549483,5.739954260689628,7.4
tt0295725,Time Changer,2,2262,3.3544926005894364,5.2
tt0296032,Scarecrow,1,601,2.7788744720027396,5.3
tt0297282,Midnight Days,2,15,1.1760912590556813,6.5
tt0299905,The Frightening,2,576,2.760422483423212,3.2
tt0302758,"My Beautiful Girl, Mari",4,844,2.926342446625655,6.6
tt0304141,Harry Potter and the Prisoner of Azkaban,7,547032,5.738012732214474,7.9
tt0305859,My Life as a Troll,5,42,1.6232492903979006,5.0
tt0307456,Shaye & Kiki,3,116,2.0644579892269186,6.8
tt0308244,Fairie,1,7,0.8450980400142568,6.1
tt0310006,Pioneer 12,2,9,0.9542425094393249,5.8
tt0310790,The Living Forest,3,543,2.734799829588847,5.2
tt0311429,The League of Extraordinary Gentlemen,5,167457,5.223903306535978,5.8
tt0311489,Manôushe,1,44,1.6434526764861874,6.2
tt0316396,Peter Pan,2,66138,4.820451057797269,6.8
tt0316882,Warriors of Virtue: The Return to Tao,7,251,2.399673721481038,3.5
tt0318034,Russian Ark,2,19082,4.280623891512912,7.4
tt0319061,Big Fish,2,413480,5.616454507601498,8.0
tt0320691,Underworld,1,252021,5.401436730480486,7.0
tt0320751,Warrior,1,140,2.146128035678238,4.1
tt0321781,Cremaster 3,2,1371,3.1370374547895126,7.1
tt0322659,Northfork,1,5248,3.719993826367604,6.3
tt0325703,Lara Croft Tomb Raider: The Cradle of Life,8,129570,5.112504458767161,5.6
tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,10,1011058,6.004776069891142,8.0
tt0326722,The Fire and the Rain,5,355,2.550228353055094,4.6
tt0327153,The Singing Forest,3,517,2.7134905430939424,1.9
tt0327554,Catwoman,1,110453,5.043177516185288,3.4
tt0328316,Redentor,1,933,2.9698816437465,6.8
tt0329030,The Dust Factory,3,1538,3.1869563354654122,6.0
tt0329954,Thirteen Erotic Ghosts,3,276,2.4409090820652177,4.0
tt0330373,Harry Potter and the Goblet of Fire,7,543428,5.7351420115795,7.7
tt0333694,K,1,90,1.954242509439325,6.3
tt0334726,Chow Yun-Fat Boy Meets Brownie Girl,6,23,1.3617278360175928,4.7
tt0335121,Godsend,1,24815,4.394714279533342,4.8
tt0337876,Birth,1,34625,4.539389782072505,6.1
tt0338526,Van Helsing,2,243365,5.3862581194986285,6.1
tt0340084,The Drop,2,214,2.330413773349191,2.3
tt0340268,New World,2,32,1.505149978319906,5.4
tt0340336,"Sex, Lies & Superheroes",4,22,1.3424226808222062,7.3
tt0347585,The Mummy's Kiss,3,518,2.714329759745233,3.8
tt0349457,Firstborn,1,9,0.9542425094393249,5.6
tt0349880,Neverland,1,370,2.568201724066995,4.9
tt0351265,The Lucky Ones,3,20,1.3010299956639813,6.7
tt0352394,Hellborn,1,596,2.7752462597402365,3.4
tt0353946,Revelation,1,9,0.9542425094393249,3.0
tt0355857,Onmyoji: The Yin Yang Master,5,1280,3.1072099696478683,6.3
tt0357225,The Tears of Heaven,4,33,1.5185139398778875,7.4
tt0359013,Blade: Trinity,2,165290,5.218246579668302,5.9
tt0359225,End Game,2,49,1.6901960800285136,5.4
tt0360486,Constantine,1,305077,5.4844094670668415,7.0
tt0360490,Creature of the Mist,4,24,1.380211241711606,3.2
tt0360551,Everyman,1,5,0.6989700043360189,6.4
tt0360644,The Holy Terror,3,22,1.3424226808222062,6.0
tt0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",11,364618,5.561838104548562,6.9
tt0365626,"Periphery, Texas",2,8,0.9030899869919435,7.1
tt0365918,Westender,1,288,2.459392487759231,4.3
tt0366282,Candy Von Dewd and the Girls from Latexploitia,8,45,1.6532125137753437,3.7
tt0366291,Slaves of the Realm,4,180,2.255272505103306,3.4
tt0366450,Five Children and It,4,4936,3.6933751510251853,5.5
tt0366526,Godzilla: Tokyo S.O.S.,3,3732,3.571941635074462,6.6
tt0366627,The Jacket,2,108179,5.0341429625332115,7.1
tt0366780,Mirrormask,1,22268,4.3476812126349005,6.8
tt0366985,Seed,1,1110,3.0453229787866576,2.6
tt0367000,House of Voices,3,4369,3.6403820447095683,5.0
tt0367567,Sea of Dreams,3,364,2.561101383649056,6.2
tt0367913,Ju-On: The Grudge 2,4,8980,3.9532763366673045,6.4
tt0368145,Phra apai mani,3,52,1.7160033436347992,5.7
tt0368652,Claire,1,80,1.9030899869919435,7.2
tt0368855,Samurai Resurrection,2,388,2.5888317255942073,5.2
tt0371282,Tales from Beyond,3,113,2.0530784434834195,4.5
tt0371519,Alien Dreamtime,2,48,1.6812412373755872,8.0
tt0371675,Forbidden Warrior,2,610,2.785329835010767,3.5
tt0371846,Near Death,2,255,2.406540180433955,2.3
tt0372796,Blood Games,2,30,1.4771212547196624,7.8
tt0372873,Dragon Wars: D-War,3,23646,4.373757685249247,3.5
tt0372921,Flesh for the Beast,4,1145,3.0588054866759067,3.4
tt0373151,Mind Forest,2,69,1.8388490907372552,7.3
tt0373210,The Orchestra,2,204,2.3096301674258988,7.3
tt0374853,Malice in Wonderland,3,2998,3.4768316285122607,6.0
tt0374891,"Mágico, el enviado de los dioses",6,21,1.3222192947339193,5.6
tt0375114,Supernova [Expérience #1],3,16,1.2041199826559248,6.5
tt0378661,They Came Back,3,2734,3.4367985102318035,5.9
tt0380066,The Woods,2,10897,4.037306950897091,5.7
tt0380510,The Lovely Bones,3,156753,5.195215861279329,6.7
tt0381111,Crusade in Jeans,3,3528,3.547528576459782,6.1
tt0381668,Tropical Malady,2,5059,3.7040646794085674,7.2
tt0382680,Expiration,1,300,2.4771212547196626,6.4
tt0382979,Sirens of the 23rd Century,5,19,1.2787536009528289,5.5
tt0383222,BloodRayne,1,34091,4.532639740686568,2.9
tt0383574,Pirates of the Caribbean: Dead Man's Chest,7,651977,5.814232275257579,7.3
tt0384057,The Dream-Quest of Unknown Kadath,5,179,2.2528530309798933,5.7
tt0384537,Silent Hill,2,213271,5.328931805303054,6.5
tt0385752,The Golden Compass,3,178593,5.251864432598717,6.1
tt0387693,Womb Raider,2,388,2.5888317255942073,3.7
tt0391044,Dark Heaven,2,216,2.3344537511509307,2.8
tt0395558,Ghosts of Hamilton Street,4,110,2.041392685158225,5.9
tt0395799,Unwound,1,5,0.6989700043360189,5.6
tt0395947,"Boo, Zino & the Snurks",5,1593,3.2022157758011316,5.2
tt0396707,The Secret of Moonacre,4,9542,3.9796394122229075,6.1
tt0397044,Blood and Chocolate,3,17181,4.235048437832992,5.5
tt0398808,Bridge to Terabithia,3,142432,5.153607572602429,7.1
tt0399102,Godzilla: Final Wars,3,7492,3.8745977687032,6.4
tt0401815,Tamara,1,9750,3.989004615698537,5.1
tt0401855,Underworld: Evolution,2,189162,5.276833897140661,6.7
tt0403358,Night Watch,2,52183,4.717529043066111,6.4
tt0404745,After the Apocalypse,3,235,2.3710678622717363,5.6
tt0406535,Apple,1,98,1.9912260756924949,5.0
tt0406733,El segundo,2,18,1.255272505103306,5.6
tt0409904,Day Watch,2,33235,4.521595683110159,6.5
tt0410297,The Lake House,3,139593,5.1448636407972055,6.8
tt0410377,Nim's Island,2,33274,4.522105012275702,6.0
tt0410764,Tideland,1,31819,4.502686526620862,6.5
tt0411267,The Dark,2,10405,4.017242084547646,5.4
tt0411477,Hellboy II: The Golden Army,5,254713,5.406051110979268,7.0
tt0411618,Macbeth,1,12,1.0791812460476249,7.2
tt0411759,Planet Ibsen,2,33,1.5185139398778875,8.6
tt0413323,Subway Cafe,2,12,1.0791812460476249,8.2
tt0414036,Game Box 1.0,3,700,2.845098040014257,4.2
tt0415160,Minotaur,1,4386,3.642068627341504,3.6
tt0416316,Wolfhound,1,3858,3.586362223307866,5.7
tt0417875,Koreatown,1,70,1.845098040014257,4.4
tt0417976,The Promise,2,8909,3.9498289589353135,5.6
tt0420101,A Legendary Love,3,277,2.4424797690644486,6.4
tt0421715,The Curious Case of Benjamin Button,6,585062,5.767201891434517,7.8
tt0422081,Demon Warrior Koji,3,21,1.3222192947339193,6.0
tt0426906,Apocalypse and the Beauty Queen,5,169,2.2278867046136734,2.8
tt0433362,Daybreakers,1,121842,5.085797019200564,6.4
tt0434179,Marebito,1,4945,3.694166295933198,6.1
tt0434541,Macbeth,1,2098,3.3218054838575393,4.6
tt0435670,The Invisible,2,34653,4.539740838574004,6.2
tt0437538,Las vueltas del citrillo,4,70,1.845098040014257,6.6
tt0441022,The Dead One,3,621,2.79309160017658,3.6
tt0441751,Dear Mr. Cash,3,24,1.380211241711606,6.6
tt0441796,Stay Alive,2,30336,4.481958315657972,5.1
tt0443543,The Illusionist,2,353582,5.548490148027543,7.6
tt0443567,Left Behind III: World at War,6,3586,3.554610285226164,4.6
tt0443737,Death Trance,2,1770,3.247973266361807,5.8
tt0445922,Across the Universe,3,105804,5.0245020868399,7.3
tt0446685,Drawing Restraint 9,3,1425,3.153814864344529,6.5
tt0448017,"Let Us Go and Burn Her Body; Or, The Devil Done Let Out",13,154,2.187520720836463,1.7
tt0448157,Hancock,1,442686,5.64609578757883,6.4
tt0449088,Pirates of the Caribbean: At World's End,7,592441,5.772645106327238,7.1
tt0450336,Blood Creek,2,11504,4.0608488730388075,5.3
tt0450385,1408,1,254580,5.40582428215026,6.8
tt0450405,Cirque du Freak: The Vampire's Assistant,6,43177,4.635252463641849,5.8
tt0451097,The Land of College Prophets,5,220,2.342422680822206,3.3
tt0451279,Wonder Woman,2,550883,5.7410593704489985,7.4
tt0451769,Imaginum,1,153,2.184691430817599,4.6
tt0452637,Lady in the Water,4,94512,4.975486953513705,5.5
tt0452694,The Time Traveler's Wife,4,140042,5.146258304483465,7.1
tt0454065,The Aerial,2,3954,3.5970366649776535,7.4
tt0454876,Life of Pi,3,577561,5.7615978596712845,7.9
tt0455918,The Bracelet of Bordeaux,4,160,2.2041199826559246,2.8
tt0455942,The Elk Hotel,3,12,1.0791812460476249,5.4
tt0456627,"Reigo, the Deep-Sea Monster vs. the Battleship Yamato",8,132,2.12057393120585,3.7
tt0457430,Pan's Labyrinth,2,615417,5.789169488830873,8.2
tt0460612,The Writer,2,16,1.2041199826559248,6.8
tt0460780,In the Name of the King: A Dungeon Siege Tale,10,44247,4.64588383034202,3.8
tt0460791,The Fall,2,106953,5.029192970910097,7.9
tt0460829,Inland Empire,2,53251,4.7263277677991145,6.9
tt0460838,Judges,1,280,2.4471580313422194,3.2
tt0461703,Skinwalkers,1,12937,4.111833578148847,4.6
tt0461934,The Divine Emerald,3,11,1.0413926851582251,4.0
tt0462246,Darkon,1,1036,3.0153597554092144,6.8
tt0462401,Light Years Away,3,61,1.7853298350107671,5.7
tt0462449,Neptune,1,7,0.8450980400142568,8.1
tt0462591,Urchin,1,181,2.2576785748691846,3.4
tt0463970,A Dream of Color in Black and White,8,58,1.7634279935629373,6.3
tt0464141,The Orphanage,2,146302,5.16525026312481,7.4
tt0465676,The Banquet,2,6592,3.8190171986890595,6.4
tt0466909,The Omen,2,56144,4.749303350871331,5.5
tt0467116,The Valley of Tears,4,334,2.5237464668115646,2.6
tt0469640,Bathory: Countess of Blood,4,4199,3.6231458746379395,5.8
tt0470000,Wicked Little Things,3,7966,3.901240302073309,5.1
tt0470132,Werewolf Warrior,2,463,2.6655809910179533,5.2
tt0470521,The Love Season,3,760,2.8808135922807914,2.2
